coord,weather,snow,rain,message,main,description,icon,base,main,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind,clouds,dt,sys,id,country,sunrise,sunset,timezone,id,name,cod
"{'lon': 119.7, 'lat': 49.2}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,,"{'temp': 245.91, 'feels_like': 239.4, 'temp_min': 245.91, 'temp_max': 245.91, 'pressure': 1024, 'humidity': 84, 'sea_level': 1024, 'grnd_level': 940}",,,stations,"{'temp': 245.91, 'feels_like': 239.4, 'temp_min': 245.91, 'temp_max': 245.91, 'pressure': 1024, 'humidity': 84, 'sea_level': 1024, 'grnd_level': 940}",,,,,,10000,"{'speed': 3.84, 'deg': 262}",{'all': 0},1612323874,"{'country': 'CN', 'sunrise': 1612308596, 'sunset': 1612342801}",2037078,,,,28800,2037078,Hailar,200
"{'lon': -6.3865, 'lat': 58.2093}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",,,,"{'temp': 276.06, 'feels_like': 268.27, 'temp_min': 275.93, 'temp_max': 276.15, 'pressure': 999, 'humidity': 65}",,,stations,"{'temp': 276.06, 'feels_like': 268.27, 'temp_min': 275.93, 'temp_max': 276.15, 'pressure': 999, 'humidity': 65}",,,,,,10000,"{'speed': 7.72, 'deg': 90}",{'all': 40},1612323287,"{'type': 1, 'id': 1450, 'country': 'GB', 'sunrise': 1612340746, 'sunset': 1612371177}",2636790,,,,0,2636790,Stornoway,200
"{'lon': 54.0924, 'lat': 17.0151}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,,"{'temp': 292.15, 'feels_like': 289.03, 'temp_min': 292.15, 'temp_max': 292.15, 'pressure': 1018, 'humidity': 37}",,,stations,"{'temp': 292.15, 'feels_like': 289.03, 'temp_min': 292.15, 'temp_max': 292.15, 'pressure': 1018, 'humidity': 37}",,,,,,10000,"{'speed': 2.57, 'deg': 310}",{'all': 0},1612323750,"{'type': 1, 'id': 7562, 'country': 'OM', 'sunrise': 1612320876, 'sunset': 1612362015}",286621,,,,14400,286621,Salalah,200
"{'lon': 138.95, 'lat': 34.6667}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",,,,"{'temp': 282.74, 'feels_like': 278.03, 'temp_min': 281.48, 'temp_max': 284.15, 'pressure': 1014, 'humidity': 46}",,,stations,"{'temp': 282.74, 'feels_like': 278.03, 'temp_min': 281.48, 'temp_max': 284.15, 'pressure': 1014, 'humidity': 46}",,,,,,10000,"{'speed': 3.6, 'deg': 250}",{'all': 20},1612323291,"{'type': 1, 'id': 8070, 'country': 'JP', 'sunrise': 1612302070, 'sunset': 1612340085}",1852357,,,,32400,1852357,Shimoda,200
"{'lon': -25.4333, 'lat': 37.7167}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",,,,"{'temp': 285.95, 'feels_like': 275.49, 'temp_min': 284.82, 'temp_max': 287.15, 'pressure': 1013, 'humidity': 67}",,,stations,"{'temp': 285.95, 'feels_like': 275.49, 'temp_min': 284.82, 'temp_max': 287.15, 'pressure': 1013, 'humidity': 67}",,,,,,10000,"{'speed': 13.89, 'deg': 280}",{'all': 75},1612323874,"{'type': 1, 'id': 6899, 'country': 'PT', 'sunrise': 1612341829, 'sunset': 1612379237}",3372472,,,,-3600,3372472,Vila Franca do Campo,200
"{'lon': 173.8833, 'lat': -39.2}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,,"{'temp': 295.37, 'feels_like': 294.24, 'temp_min': 295.37, 'temp_max': 295.37, 'pressure': 1017, 'humidity': 61}",,,stations,"{'temp': 295.37, 'feels_like': 294.24, 'temp_min': 295.37, 'temp_max': 295.37, 'pressure': 1017, 'humidity': 61}",,,,,,10000,"{'speed': 3.58, 'deg': 206, 'gust': 7.15}",{'all': 0},1612323286,"{'type': 3, 'id': 2012470, 'country': 'NZ', 'sunrise': 1612287439, 'sunset': 1612337948}",2185763,,,,46800,2185763,Okato,200
"{'lon': -50.0119, 'lat': -24.7911}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 291.78, 'feels_like': 293.22, 'temp_min': 291.78, 'temp_max': 291.78, 'pressure': 1014, 'humidity': 95, 'sea_level': 1014, 'grnd_level': 903}",,,stations,"{'temp': 291.78, 'feels_like': 293.22, 'temp_min': 291.78, 'temp_max': 291.78, 'pressure': 1014, 'humidity': 95, 'sea_level': 1014, 'grnd_level': 903}",,,,,,10000,"{'speed': 1.82, 'deg': 62}",{'all': 100},1612323874,"{'country': 'BR', 'sunrise': 1612342724, 'sunset': 1612390141}",3466704,,,,-10800,3466704,Castro,200
"{'lon': 96.37, 'lat': 61.67}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",,,,"{'temp': 250.29, 'feels_like': 246.11, 'temp_min': 250.29, 'temp_max': 250.29, 'pressure': 1015, 'humidity': 86, 'sea_level': 1015, 'grnd_level': 995}",,,stations,"{'temp': 250.29, 'feels_like': 246.11, 'temp_min': 250.29, 'temp_max': 250.29, 'pressure': 1015, 'humidity': 86, 'sea_level': 1015, 'grnd_level': 995}",,,,,,2397,"{'speed': 0.65, 'deg': 274}",{'all': 97},1612323306,"{'country': 'RU', 'sunrise': 1612317200, 'sunset': 1612345396}",1510689,,,,25200,1510689,Baykit,200
"{'lon': 24.7194, 'lat': 57.5129}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",,,,"{'temp': 270.37, 'feels_like': 267.01, 'temp_min': 270.37, 'temp_max': 270.37, 'pressure': 997, 'humidity': 96}",,,stations,"{'temp': 270.37, 'feels_like': 267.01, 'temp_min': 270.37, 'temp_max': 270.37, 'pressure': 997, 'humidity': 96}",,,,,,2773,"{'speed': 1.34, 'deg': 225, 'gust': 3.58}",{'all': 97},1612323875,"{'type': 3, 'id': 2010293, 'country': 'LV', 'sunrise': 1612333106, 'sunset': 1612363885}",457890,,,,7200,457890,Limbaži,200
"{'lon': -93.218, 'lat': 45.0205}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,,"{'temp': 266.16, 'feels_like': 262.03, 'temp_min': 264.82, 'temp_max': 267.15, 'pressure': 1022, 'humidity': 79}",,,stations,"{'temp': 266.16, 'feels_like': 262.03, 'temp_min': 264.82, 'temp_max': 267.15, 'pressure': 1022, 'humidity': 79}",,,,,,10000,"{'speed': 1.54, 'deg': 160}",{'all': 1},1612323319,"{'type': 1, 'id': 4900, 'country': 'US', 'sunrise': 1612272675, 'sunset': 1612308116}",5044290,,,,-21600,5044290,Saint Anthony,200
"{'lon': -40.2925, 'lat': -20.3297}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",,,,"{'temp': 298.15, 'feels_like': 301, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1015, 'humidity': 83}",,,stations,"{'temp': 298.15, 'feels_like': 301, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1015, 'humidity': 83}",,,,,,10000,"{'speed': 2.57, 'deg': 10}",{'all': 20},1612323278,"{'type': 1, 'id': 8474, 'country': 'BR', 'sunrise': 1612340772, 'sunset': 1612387428}",3445026,,,,-10800,3445026,Vila Velha,200
